id,created_at,character,char_json_data
579,2026-02-18 16:35:31.600489+00,Υ,"{""letter"":""Υ"",""timestamp"":""2026-02-18T16:35:31.718Z"",""num_strokes"":2,""strokes"":[[[239.46195220947266,136.8154754638672,0],[244.96479034423828,142.9428253173828,0.076],[252.57332611083984,151.8798370361328,0.089],[260.4132614135742,160.6543426513672,0.102],[268.5005569458008,169.2250518798828,0.116],[275.98868560791016,177.13389587402344,0.13],[282.5343246459961,184.67494201660156,0.144],[287.7027053833008,191.5793914794922,0.16],[290.8515853881836,197.15675354003906,0.177],[291.56925201416016,198.1901397705078,0.195],[292.1791763305664,200.05784606933594,0.211],[293.13761138916016,202.44407653808594,0.228],[294.1494674682617,204.47715759277344,0.244],[294.1972427368164,205.9630889892578,0.261],[294.5752944946289,207.39747619628906,0.278],[294.5752944946289,208.0795135498047,0.294],[294.5752944946289,208.9784698486328,0.311],[294.5752944946289,208.9784698486328,0.325]],[[322.37158966064453,137.2947235107422,0],[322.37158966064453,137.2947235107422,0.022],[313.07100677490234,160.2210235595703,0.12],[309.1833724975586,169.3613739013672,0.137],[304.57946014404297,178.6511688232422,0.154],[300.69087982177734,185.47315979003906,0.17],[297.73873138427734,191.2847137451172,0.186],[294.87320709228516,196.3364715576172,0.203],[293.9353713989258,198.51145935058594,0.22],[292.91837310791016,201.9850616455078,0.236],[292.1791763305664,205.6777801513672,0.253],[291.38936614990234,210.9398956298828,0.27],[290.74105072021484,217.65599060058594,0.286],[289.7826156616211,225.6004180908203,0.303],[288.8161849975586,231.78672790527344,0.32],[288.3449478149414,239.15541076660156,0.337],[287.86571502685547,248.4095916748047,0.353],[286.7765884399414,257.4717254638672,0.37],[286.26782989501953,265.16038513183594,0.387],[285.9488296508789,271.1086883544922,0.404],[286.24254608154297,276.8579559326172,0.42],[286.9072799682617,283.9015655517578,0.437],[286.9072799682617,288.5780487060547,0.454],[287.3864974975586,290.70899963378906,0.471],[287.3864974975586,292.67933654785156,0.488],[287.3864974975586,293.12950134277344,0.504]]]}"
580,2026-02-18 16:35:34.078296+00,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:35:34.205Z"",""num_strokes"":1,""strokes"":[[[267.7374496459961,169.96351623535156,0],[267.7374496459961,169.96351623535156,0.056],[267.25821685791016,186.08702087402344,0.122],[266.1006851196289,197.0496368408203,0.138],[265.3413314819336,206.11976623535156,0.154],[264.8621139526367,214.5827178955078,0.171],[264.3828811645508,223.7830352783203,0.187],[264.7642135620117,235.3503875732422,0.204],[265.21533966064453,246.2792510986328,0.221],[266.74060821533203,255.19761657714844,0.237],[268.2049789428711,262.91477966308594,0.255],[270.8076400756836,270.18418884277344,0.271],[274.10973358154297,276.69517517089844,0.287],[278.5253372192383,283.18687438964844,0.304],[282.54415130615234,287.2455291748047,0.321],[286.3741683959961,290.04917907714844,0.338],[290.2032699584961,291.27464294433594,0.355],[293.4022903442383,291.0099334716797,0.371],[297.63472747802734,287.83250427246094,0.388],[304.0674362182617,280.83714294433594,0.405],[310.2888870239258,273.1555938720703,0.421],[316.7394485473633,264.24473571777344,0.438],[324.0275344848633,253.85646057128906,0.454],[330.7075881958008,243.1149444580078,0.471],[336.5351028442383,232.9116668701172,0.488],[342.1255569458008,221.27210998535156,0.505],[346.43433380126953,207.9204559326172,0.522],[348.54515838623047,197.1494598388672,0.538],[349.68863677978516,186.78831481933594,0.555],[349.2651596069336,177.01087951660156,0.572],[347.7862777709961,170.0229949951172,0.589],[344.7924270629883,164.00157165527344,0.605],[340.68224334716797,159.12925720214844,0.622],[334.8074417114258,155.3268585205078,0.639],[329.4774856567383,152.99400329589844,0.655],[324.5077133178711,152.2224884033203,0.672],[322.1317367553711,152.2224884033203,0.689],[321.13770294189453,152.97715759277344,0.705],[320.03075408935547,154.56471252441406,0.722],[319.9754867553711,156.3939971923828,0.739],[322.3322219848633,161.7465057373047,0.756],[328.0379409790039,167.38243103027344,0.772],[334.2903060913086,171.0891876220703,0.789],[342.04637908935547,173.42112731933594,0.806],[350.0610580444336,174.2788543701172,0.822],[356.2684555053711,173.10166931152344,0.839],[363.98192596435547,170.86012268066406,0.856],[371.2943649291992,167.78575134277344,0.872],[376.5765914916992,164.4958038330078,0.889],[379.30342864990234,162.86985778808594,0.906],[379.88106536865234,162.29173278808594,0.917]]]}"
581,2026-02-18 16:35:37.06497+00,Ω,"{""letter"":""Ω"",""timestamp"":""2026-02-18T16:35:37.200Z"",""num_strokes"":2,""strokes"":[[[353.04320526123047,167.50254821777344,0],[322.22119903564453,163.3464813232422,0.067],[304.0557327270508,166.53895568847656,0.084],[286.8374710083008,172.71546936035156,0.1],[272.78076934814453,179.5102996826172,0.117],[264.58853912353516,185.3705596923828,0.133],[253.96881866455078,192.94163513183594,0.15],[244.50945281982422,201.7199249267578,0.167],[238.61638641357422,209.9509735107422,0.185],[235.12786102294922,218.3910369873047,0.202],[232.75235748291016,228.1665496826172,0.217],[232.35606384277344,237.2118377685547,0.233],[234.5704116821289,250.1574249267578,0.25],[240.13416290283203,263.3268585205078,0.267],[247.76001739501953,274.8450469970703,0.284],[257.72718048095703,285.7092742919922,0.301],[267.89579010009766,294.9550323486328,0.317],[279.94332122802734,300.55625915527344,0.334],[292.7759780883789,304.0771026611328,0.351],[304.3667984008789,304.63694763183594,0.367],[317.69644927978516,303.1725616455078,0.384],[330.36563873291016,299.0048065185547,0.401],[344.1258010864258,291.8852996826172,0.417],[357.74874114990234,281.9378204345703,0.434],[368.95308685302734,272.1608428955078,0.451],[381.03575897216797,260.54335021972656,0.468],[390.39720916748047,248.38856506347656,0.484],[396.3273239135742,238.2733612060547,0.501],[398.4976119995117,228.4392547607422,0.519],[397.52135467529297,219.92417907714844,0.535],[392.20214080810547,208.51564025878906,0.551],[382.7971420288086,196.8470916748047,0.568],[369.4960250854492,185.79310607910156,0.585],[353.63951873779297,177.46974182128906,0.601],[335.3621139526367,171.7893524169922,0.618],[316.8452835083008,170.7082061767578,0.635],[298.1589126586914,173.2761688232422,0.652],[276.2903823852539,180.77793884277344,0.668],[256.2356491088867,193.39512634277344,0.685]],[[368.37923431396484,394.78126525878906,0],[354.2976760864258,391.23463439941406,0.071],[331.42481231689453,389.12574768066406,0.086],[301.9369583129883,387.6842803955078,0.103],[272.03170013427734,385.6952667236328,0.12],[243.46904754638672,385.68824768066406,0.137],[216.93710327148438,389.9862823486328,0.153]]]}"
582,2026-02-18 16:35:40.034623+00,ω,"{""letter"":""ω"",""timestamp"":""2026-02-18T16:35:40.130Z"",""num_strokes"":1,""strokes"":[[[277.32234954833984,205.3826446533203,0],[277.32234954833984,205.3826446533203,0.072],[275.3342514038086,211.49220275878906,0.106],[272.9503402709961,220.4231414794922,0.123],[270.81046295166016,229.8923797607422,0.137],[268.4035873413086,240.5129852294922,0.153],[266.5265121459961,251.26429748535156,0.169],[265.82054901123047,261.9782257080078,0.186],[265.82054901123047,273.65614318847656,0.202],[267.59737396240234,285.8568572998047,0.219],[271.53514862060547,295.9331512451172,0.236],[276.37000274658203,303.6859588623047,0.252],[282.45935821533203,310.2559051513672,0.269],[288.6433334350586,314.4260711669922,0.285],[294.0543899536133,316.6244659423828,0.302],[297.63097381591797,316.4441375732422,0.319],[301.6362075805664,313.3954620361328,0.336],[305.85787200927734,307.2405548095703,0.352],[310.0214309692383,296.04417419433594,0.369],[311.71813201904297,284.4196319580078,0.386],[314.04586029052734,272.74549865722656,0.402],[316.61949920654297,260.52882385253906,0.419],[318.08199310302734,250.2890167236328,0.436],[319.49625396728516,241.9783172607422,0.453],[319.9754867553711,234.49623107910156,0.469],[320.45470428466797,231.83360290527344,0.486],[320.45470428466797,229.85157775878906,0.502],[320.45470428466797,228.1464385986328,0.519],[320.45470428466797,227.0329132080078,0.536],[320.45470428466797,226.7200164794922,0.553],[319.9421920776367,231.8865203857422,0.586],[318.50875091552734,240.61561584472656,0.603],[316.99800872802734,252.1267547607422,0.62],[315.98851776123047,262.4011993408203,0.636],[315.6620101928711,271.64085388183594,0.653],[315.6620101928711,279.71974182128906,0.67],[317.3746566772461,289.9829559326172,0.687],[320.10758209228516,298.49464416503906,0.703],[324.0139389038086,305.61781311035156,0.72],[329.8835983276367,311.2331085205078,0.737],[335.3621139526367,314.25233459472656,0.754],[341.2556381225586,314.2269744873047,0.77],[348.78173065185547,312.04307556152344,0.787],[356.9804916381836,307.04798889160156,0.803],[365.0410690307617,299.1509246826172,0.82],[372.3886947631836,289.1434783935547,0.837],[379.30394744873047,279.0540313720703,0.854],[385.1403121948242,269.1805877685547,0.87],[389.9863815307617,259.1492462158203,0.887],[393.65526580810547,248.4906463623047,0.904],[395.69676971435547,236.5442657470703,0.92],[396.6242904663086,220.9304656982422,0.937],[395.6377487182617,206.2371063232422,0.954],[393.5077133178711,192.30784606933594,0.971],[389.4739303588867,181.9031524658203,0.987],[383.7504196166992,174.2505645751953,1.004],[377.83065032958984,169.35386657714844,1.021],[371.94271087646484,167.67494201660156,1.037],[368.98778533935547,167.98228454589844,1.054],[366.1049118041992,170.6763153076172,1.071],[363.0946578979492,175.1940460205078,1.088],[361.6593551635742,180.96995544433594,1.104],[361.19043731689453,187.61582946777344,1.121],[361.90901947021484,195.0730743408203,1.138],[365.6186752319336,203.49668884277344,1.155],[371.4077377319336,209.88539123535156,1.171],[379.5273666381836,214.7952117919922,1.188],[388.4564437866211,217.9918975830078,1.204],[397.5152816772461,219.28761291503906,1.221],[410.51094818115234,220.6151580810547,1.238],[424.2589645385742,221.66407775878906,1.254],[435.7911911010742,222.16477966308594,1.271],[444.2752914428711,222.6439971923828,1.288],[448.5451889038086,222.6439971923828,1.304],[449.85118865966797,223.1237335205078,1.32]]]}"
583,2026-02-18 16:35:44.54231+00,Α,"{""letter"":""Α"",""timestamp"":""2026-02-18T16:35:44.662Z"",""num_strokes"":1,""strokes"":[[[320.9339065551758,106.12794494628906,0],[298.80538177490234,137.6596221923828,0.055],[286.2088088989258,157.7841339111328,0.069],[273.7719955444336,179.06715393066406,0.083],[261.6452865600586,204.0395965576172,0.101],[250.70421600341797,229.7298126220703,0.117],[242.67642974853516,251.4943389892578,0.132],[237.4045181274414,271.8413543701172,0.149],[234.8987808227539,289.64610290527344,0.166],[234.66924285888672,303.3969268798828,0.183],[235.9570083618164,311.70716857910156,0.199],[237.3051986694336,313.9871368408203,0.216],[239.00894927978516,304.0120086669922,0.249],[242.8188247680664,280.1698760986328,0.266],[250.75012969970703,245.82142639160156,0.283],[262.9049301147461,212.0805206298828,0.3],[277.1359176635742,182.7795867919922,0.316],[291.2376174926758,158.36268615722656,0.333],[303.2945022583008,141.70936584472656,0.35],[313.2921371459961,132.64210510253906,0.366],[320.55728912353516,130.5818634033203,0.383],[321.82910919189453,131.02967834472656,0.4],[327.1089859008789,138.6232452392578,0.417],[333.03954315185547,155.4414825439453,0.433],[338.94152069091797,176.75770568847656,0.45],[344.43311309814453,201.13291931152344,0.467],[350.69063568115234,224.89259338378906,0.483],[357.84571075439453,247.12464904785156,0.5],[365.72359466552734,268.4329376220703,0.516],[375.03731536865234,285.2113494873047,0.534],[383.13158416748047,296.08958435058594,0.55],[386.05281829833984,300.2630157470703,0.567],[387.3097152709961,300.8012237548828,0.584],[386.5905990600586,299.8423309326172,0.6],[380.2037887573242,283.97325134277344,0.617],[370.8582992553711,262.71742248535156,0.634],[357.2161178588867,241.1219940185547,0.65],[339.1874465942383,223.15882873535156,0.667],[318.9612808227539,212.14427185058594,0.684],[299.2452621459961,206.73509216308594,0.7],[281.4081497192383,206.3415985107422,0.717],[259.1648483276367,209.54527282714844,0.734],[238.86841583251953,215.0073699951172,0.751],[220.73995971679688,224.49156188964844,0.768],[206.87296295166016,239.4261932373047,0.783]]]}"
584,2026-02-18 16:35:51.185142+00,α,"{""letter"":""α"",""timestamp"":""2026-02-18T16:35:51.314Z"",""num_strokes"":1,""strokes"":[[[338.6660690307617,166.5436553955078,0],[330.84391021728516,165.86817932128906,0.026],[311.2988815307617,165.88365173339844,0.04],[295.91271209716797,168.97447204589844,0.057],[283.36019134521484,174.96217346191406,0.074],[270.4544448852539,183.5843963623047,0.09],[259.6150436401367,194.25706481933594,0.107],[249.02202606201172,206.3748321533203,0.123],[241.4945297241211,218.12025451660156,0.14],[235.0252914428711,230.56263732910156,0.157],[231.23412322998047,241.1463165283203,0.173],[229.87702178955078,251.91456604003906,0.19],[230.04847717285156,258.6780242919922,0.206],[234.33431243896484,269.4817657470703,0.223],[242.6075668334961,280.7381134033203,0.24],[254.60591888427734,290.8280487060547,0.257],[266.7930679321289,297.9315643310547,0.273],[283.3826675415039,303.08079528808594,0.29],[299.5075912475586,305.6089324951172,0.307],[314.2280807495117,304.5296173095703,0.324],[327.07105255126953,300.93431091308594,0.34],[341.45240020751953,293.6049346923828,0.357],[354.8378372192383,284.47071838378906,0.373],[365.3558883666992,274.84132385253906,0.39],[373.5293502807617,263.90821838378906,0.407],[379.86791229248047,250.9734344482422,0.424],[383.50960540771484,238.81065368652344,0.441],[384.1945114135742,226.1171112060547,0.457],[382.3637924194336,215.31846618652344,0.474],[374.35240936279297,202.6422882080078,0.491],[364.6330795288086,191.7831573486328,0.507],[352.1971664428711,183.7544403076172,0.524],[338.03319549560547,178.6568145751953,0.541],[323.6499557495117,176.61293029785156,0.557],[307.20557403564453,176.42320251464844,0.574],[290.15267181396484,178.20237731933594,0.591],[273.79822540283203,182.4657440185547,0.608],[258.82054901123047,189.1584930419922,0.624],[246.48444366455078,197.47572326660156,0.641],[237.59610748291016,206.76927185058594,0.658],[231.65245056152344,216.78794860839844,0.675],[228.27072143554688,227.94496154785156,0.691],[227.00122833251953,238.54454040527344,0.708],[227.40643310546875,244.95713806152344,0.724],[230.56705474853516,255.19227600097656,0.741],[235.83428192138672,264.6698760986328,0.758],[244.7540054321289,273.1675262451172,0.775],[257.1064987182617,279.8682098388672,0.792],[272.1043167114258,284.50917053222656,0.808],[288.28917694091797,286.8906707763672,0.825],[303.95362091064453,286.39366149902344,0.841],[321.38594818115234,281.8216094970703,0.858],[336.2029495239258,276.00352478027344,0.875],[350.6067886352539,267.42344665527344,0.891],[362.80611419677734,257.9930877685547,0.908],[373.81090545654297,247.6774444580078,0.925],[384.1392135620117,237.25306701660156,0.942],[392.9066696166992,225.50062561035156,0.958],[399.4785385131836,215.99583435058594,0.975],[403.8440170288086,209.2178192138672,0.992],[406.2396469116211,206.76222229003906,1.009],[407.28990936279297,205.2903594970703,1.025],[407.00179290771484,206.25538635253906,1.059],[402.83919525146484,213.37437438964844,1.075],[395.7885971069336,224.58763122558594,1.092],[386.3081283569336,237.9402618408203,1.109],[376.2252731323242,251.52708435058594,1.126],[366.7541732788086,265.3599090576172,1.142],[359.04541778564453,277.7058563232422,1.159],[354.3885726928711,288.02345275878906,1.176],[354.00162506103516,296.61241149902344,1.193],[357.7435989379883,302.9734649658203,1.209],[368.63265228271484,313.01417541503906,1.226],[384.6704330444336,323.2047882080078,1.242],[401.56456756591797,330.72853088378906,1.259],[409.5946578979492,332.4477081298828,1.269]]]}"
585,2026-02-18 16:35:53.308204+00,Ε,"{""letter"":""Ε"",""timestamp"":""2026-02-18T16:35:53.431Z"",""num_strokes"":1,""strokes"":[[[342.4998245239258,91.80628967285156,0],[342.4998245239258,91.80628967285156,0.017],[314.3967056274414,96.84352111816406,0.099],[299.3328628540039,103.57139587402344,0.116],[285.7085189819336,112.12568664550781,0.132],[275.1065902709961,121.42906188964844,0.149],[270.4919204711914,128.85255432128906,0.166],[269.65433502197266,135.03184509277344,0.182],[272.06543731689453,137.8523712158203,0.199],[282.5567855834961,146.4403839111328,0.216],[296.2996292114258,154.0437774658203,0.232],[312.5744400024414,159.3991241455078,0.249],[326.61055755615234,161.6973114013672,0.265],[336.2671432495117,161.41294860839844,0.282],[341.52217864990234,159.4342803955078,0.299],[342.9790573120117,155.44114685058594,0.316],[342.42862701416016,154.4766082763672,0.332],[337.98120880126953,150.2357635498047,0.349],[329.0736770629883,146.1068878173828,0.366],[317.2317581176758,145.02992248535156,0.383],[302.94738006591797,147.03770446777344,0.4],[285.53189849853516,152.04164123535156,0.416],[267.98384857177734,159.2913360595703,0.433],[251.1707992553711,167.88880920410156,0.449],[235.4543685913086,179.7573699951172,0.466],[221.4473114013672,193.2612762451172,0.483],[211.05667877197266,207.31898498535156,0.5],[204.81788635253906,219.9740753173828,0.516],[203.51840209960938,231.33958435058594,0.533],[206.42372131347656,240.79005432128906,0.55],[217.75594329833984,254.62562561035156,0.566],[234.56009674072266,265.32728576660156,0.583],[258.0026321411133,273.34242248535156,0.6],[286.8454360961914,279.05052185058594,0.617],[313.82051849365234,280.24644470214844,0.633],[333.8743209838867,278.8077850341797,0.65],[351.9175033569336,274.7346649169922,0.667],[364.9291305541992,270.2244415283203,0.683],[373.1091537475586,266.46192932128906,0.7],[377.70137786865234,264.6859893798828,0.717],[377.9641647338867,264.42320251464844,0.725]]]}"
586,2026-02-18 16:35:57.149771+00,ε,"{""letter"":""ε"",""timestamp"":""2026-02-18T16:35:57.270Z"",""num_strokes"":1,""strokes"":[[[361.66967010498047,186.2030487060547,0.001],[339.9580612182617,182.11485290527344,0.061],[321.69185638427734,180.9282684326172,0.077],[300.1666946411133,181.78929138183594,0.093],[287.4202194213867,183.2157440185547,0.11],[275.3642349243164,186.9740753173828,0.127],[266.3330307006836,191.45713806152344,0.143],[262.9321060180664,195.3260040283203,0.159],[264.3974075317383,199.1640167236328,0.176],[274.53087615966797,206.3837432861328,0.192],[289.5169906616211,212.6960906982422,0.209],[305.2943344116211,217.75062561035156,0.226],[319.47843170166016,220.7220001220703,0.243],[328.6928176879883,221.6851043701172,0.26],[332.7870559692383,221.2058868408203,0.276],[333.3941421508789,220.0071258544922,0.293],[330.19840240478516,217.96849060058594,0.31],[318.9626693725586,214.4808807373047,0.326],[305.65641021728516,212.57472229003906,0.343],[291.9702377319336,212.71250915527344,0.36],[278.1028060913086,215.8782501220703,0.376],[267.9215621948242,221.98069763183594,0.393],[260.77396392822266,230.34437561035156,0.41],[257.8934860229492,239.06263732910156,0.426],[259.2768020629883,246.79396057128906,0.444],[264.80261993408203,256.0410614013672,0.46],[276.2941360473633,265.27235412597656,0.477],[291.0825424194336,271.6886749267578,0.494],[307.6164016723633,275.4329376220703,0.51],[325.4380416870117,277.8899383544922,0.527],[338.80142974853516,278.7444305419922,0.543],[343.4582748413086,278.7444305419922,0.553]]]}"
587,2026-02-18 16:35:59.42561+00,Η,"{""letter"":""Η"",""timestamp"":""2026-02-18T16:35:59.568Z"",""num_strokes"":3,""strokes"":[[[299.3675003051758,68.79096984863281,0],[285.2550735473633,125.67411804199219,0.066],[279.0214309692383,148.60462951660156,0.083],[271.7244186401367,172.89552307128906,0.1],[265.07759857177734,195.5136260986328,0.118],[260.03006744384766,217.77708435058594,0.134],[255.61495208740234,239.2371063232422,0.151],[252.00556182861328,258.6889190673828,0.167],[249.4867172241211,276.14610290527344,0.184],[249.0468521118164,288.3641815185547,0.2],[250.4845199584961,295.5900115966797,0.216]],[[359.2735366821289,83.65528869628906,0],[340.5164260864258,114.35783386230469,0.061],[332.5649948120117,136.01087951660156,0.078],[325.23473358154297,160.0296173095703,0.095],[318.6132278442383,185.80128479003906,0.111],[311.8221206665039,212.7825164794922,0.128],[305.62642669677734,238.1844940185547,0.145],[300.4280776977539,257.88365173339844,0.162],[295.3927230834961,273.3363494873047,0.179],[289.67440032958984,283.6183319091797,0.195],[283.9780502319336,288.1847381591797,0.213],[283.0735092163086,287.91819763183594,0.219]],[[349.68863677978516,198.73277282714844,0],[349.68863677978516,198.73277282714844,0.032],[297.37706756591797,184.2788543701172,0.097],[266.06461334228516,181.5220184326172,0.114],[239.59638214111328,180.5120391845703,0.131],[236.1069107055664,180.5120391845703,0.134]]]}"
588,2026-02-18 16:36:01.903607+00,η,"{""letter"":""η"",""timestamp"":""2026-02-18T16:36:02.033Z"",""num_strokes"":1,""strokes"":[[[264.3828811645508,157.9763946533203,0],[264.3828811645508,157.9763946533203,0.038],[270.2014846801758,195.7251434326172,0.154],[272.2748489379883,194.7212371826172,0.172],[278.12012481689453,194.07435607910156,0.188],[280.96923065185547,195.60569763183594,0.203],[281.6353530883789,198.85435485839844,0.219],[282.59427642822266,204.9456329345703,0.236],[282.1145706176758,214.1717071533203,0.253],[281.2343521118164,223.5364227294922,0.269],[280.2155075073242,232.14512634277344,0.286],[279.71846771240234,238.5834197998047,0.303],[279.2392349243164,241.40773010253906,0.319],[279.2392349243164,242.9362335205078,0.336],[279.2392349243164,244.06898498535156,0.352],[279.2392349243164,244.46107482910156,0.369],[281.57540130615234,239.0673370361328,0.403],[284.7275924682617,229.79725646972656,0.419],[287.7546920776367,219.19761657714844,0.436],[291.25260162353516,208.1840057373047,0.453],[295.0493392944336,198.2018585205078,0.47],[300.07344818115234,189.27601623535156,0.486],[305.73091888427734,182.23390197753906,0.503],[310.8285598754883,178.31199645996094,0.519],[316.3904495239258,175.47178649902344,0.536],[322.2544631958008,174.21543884277344,0.553],[326.32291412353516,174.51429748535156,0.57],[331.8122024536133,178.8661651611328,0.587],[336.0877151489258,186.6161651611328,0.603],[338.6604232788086,196.7126922607422,0.62],[340.09996795654297,207.2695770263672,0.637],[340.10372161865234,220.92808532714844,0.653],[340.7342758178711,234.0760040283203,0.67],[341.63790130615234,246.14561462402344,0.687],[342.6712875366211,259.4977569580078,0.704],[344.2293472290039,270.90492248535156,0.72],[344.41674041748047,279.72767639160156,0.737],[344.06725311279297,286.02735900878906,0.754],[342.9790573120117,287.37559509277344,0.77]]]}"
589,2026-02-18 16:36:03.605062+00,Ι,"{""letter"":""Ι"",""timestamp"":""2026-02-18T16:36:03.730Z"",""num_strokes"":1,""strokes"":[[[301.76407623291016,128.18434143066406,0],[301.76407623291016,128.18434143066406,0.001],[300.28052520751953,157.50450134277344,0.095],[298.76416778564453,175.82969665527344,0.112],[297.3091506958008,193.1781768798828,0.129],[295.79512786865234,212.05149841308594,0.146],[294.3293685913086,229.4187469482422,0.162],[293.6168441772461,240.86293029785156,0.179],[292.3459243774414,248.4925079345703,0.196],[290.8108444213867,258.18800354003906,0.213],[288.9258041381836,266.2485809326172,0.23],[287.4328842163086,273.76527404785156,0.246],[286.9072799682617,279.03858947753906,0.263],[286.9072799682617,285.8245391845703,0.279],[286.9072799682617,287.8548126220703,0.285]]]}"
590,2026-02-18 16:36:04.960162+00,ι,"{""letter"":""ι"",""timestamp"":""2026-02-18T16:36:05.092Z"",""num_strokes"":1,""strokes"":[[[320.45470428466797,136.8784637451172,0],[320.3628616333008,148.04762268066406,0.084],[318.79918670654297,167.0389862060547,0.095],[315.5594253540039,185.15293884277344,0.111],[312.4001998901367,200.4707489013672,0.128],[309.59839630126953,215.7688446044922,0.145],[308.4952163696289,226.4995574951172,0.161],[308.4731979370117,232.2970733642578,0.173]]]}"
591,2026-02-18 16:36:07.607428+00,Ο,"{""letter"":""Ο"",""timestamp"":""2026-02-18T16:36:07.741Z"",""num_strokes"":2,""strokes"":[[[345.8543930053711,127.76811218261719,0],[345.8543930053711,127.76811218261719,0.028],[332.0974807739258,127.95640563964844,0.062],[312.6053695678711,130.3295440673828,0.076],[296.3052749633789,135.4192352294922,0.093],[281.06290435791016,143.49388122558594,0.11],[270.1874313354492,153.1274871826172,0.126],[264.5252914428711,159.72325134277344,0.143],[257.6718978881836,170.9247589111328,0.16],[251.6471939086914,185.6527557373047,0.176],[247.7422103881836,198.4494171142578,0.193],[243.47887420654297,213.0120086669922,0.21],[241.14600372314453,226.7220916748047,0.226],[239.9411849975586,238.0711212158203,0.243],[240.9736099243164,251.3675994873047,0.26],[245.68059539794922,265.23594665527344,0.276],[255.07764434814453,278.03160095214844,0.293],[266.3203811645508,288.05357360839844,0.31],[281.9646682739258,296.1891326904297,0.326],[299.1932601928711,300.9954071044922,0.343],[311.0782241821289,302.7825164794922,0.36],[323.04146575927734,302.17771911621094,0.376],[343.9126663208008,299.2471160888672,0.393],[360.42076873779297,294.64976501464844,0.41],[375.1520309448242,287.2366180419922,0.427],[387.7734603881836,277.44090270996094,0.444],[398.6133041381836,266.4248504638672,0.46],[407.78929901123047,254.4260711669922,0.477],[415.54723358154297,240.9535369873047,0.494],[420.28328704833984,228.0243377685547,0.511],[422.6161117553711,213.7357635498047,0.527],[422.8297348022461,202.4251251220703,0.544],[419.1585006713867,188.9056854248047,0.56],[409.53987884521484,173.3715057373047,0.577],[394.01366424560547,158.15208435058594,0.594],[374.0624313354492,144.6879425048828,0.611],[348.7437973022461,133.0212860107422,0.627],[322.2891311645508,126.55577087402344,0.644],[298.47510528564453,125.37104797363281,0.661],[284.9646224975586,127.40550231933594,0.677],[264.2723617553711,135.3358612060547,0.694],[253.3598403930664,142.63243103027344,0.703]],[[340.10372161865234,18.860824584960938,0],[340.10372161865234,18.860824584960938,0.064]]]}"
593,2026-02-18 16:36:11.510942+00,Υ,"{""letter"":""Υ"",""timestamp"":""2026-02-18T16:36:11.649Z"",""num_strokes"":2,""strokes"":[[[287.86571502685547,104.75279235839844,0],[287.86571502685547,104.75279235839844,0.066],[291.3556594848633,127.20924377441406,0.082],[294.8924331665039,146.88450622558594,0.097],[298.24512481689453,166.85118103027344,0.114],[302.9961166381836,190.74574279785156,0.13],[307.92652130126953,210.58775329589844,0.147],[314.3367385864258,232.1555938720703,0.164],[319.77823638916016,252.8600616455078,0.181],[323.41808319091797,269.4636993408203,0.197],[325.0979232788086,282.5591278076172,0.214],[325.2469253540039,291.00291442871094,0.231],[324.0490951538086,294.6310272216797,0.247],[323.7867660522461,294.6310272216797,0.264],[323.3300247192383,294.6310272216797,0.273]],[[368.37923431396484,128.7274627685547,0],[342.5897903442383,199.53880310058594,0.087],[330.21666717529297,215.65293884277344,0.103],[321.07445526123047,229.38597106933594,0.12],[313.1834487915039,242.94749450683594,0.137],[311.3490219116211,246.61875915527344,0.142]]]}"
594,2026-02-18 16:36:15.533304+00,υ,"{""letter"":""υ"",""timestamp"":""2026-02-18T16:36:15.662Z"",""num_strokes"":1,""strokes"":[[[270.6127700805664,177.57188415527344,0],[261.6626205444336,204.4921417236328,0.077],[255.7156753540039,222.17417907714844,0.093],[249.33634185791016,240.2825164794922,0.109],[244.83409881591797,257.04454040527344,0.126],[243.77495574951172,272.5482635498047,0.143],[244.26354217529297,282.6737518310547,0.159],[249.14147186279297,298.6403350830078,0.176],[257.7459182739258,312.6188507080078,0.192],[269.05846405029297,326.3124542236328,0.209],[284.5678482055664,336.2220001220703,0.226],[300.99678802490234,341.98951721191406,0.243],[319.0521469116211,343.2332305908203,0.259],[334.2340774536133,340.95802307128906,0.276],[351.0602493286133,333.0210723876953,0.293],[363.3687057495117,321.7371368408203,0.309],[373.40425872802734,307.8842010498047,0.326],[381.7150192260742,291.8435821533203,0.343],[387.16820526123047,275.80628967285156,0.36],[389.46593475341797,259.16847229003906,0.376],[388.7304916381836,245.46495056152344,0.393],[384.77584075927734,231.00022888183594,0.41],[379.40184783935547,218.8083953857422,0.424]]]}"
